NAME,SEX,AGE,POPEST2016_CIV,POPEST2017_CIV,POPEST2018_CIV
Florida,F,27,136661,144768,144718
Florida,F,28,132053,138345,145912
Florida,F,29,128159,133654,139804
Florida,F,30,128209,130421,135596
Florida,F,31,129821,130253,132156
Florida,F,32,127003,131911,132263
Florida,F,33,128270,129220,134044
Florida,F,34,128546,130583,131174
Florida,F,35,127265,130948,132985
Florida,F,36,129214,129655,133132
Florida,F,37,122191,131590,132122
Florida,F,38,122274,124762,134116
Florida,F,39,122675,124732,127371
Florida,F,40,119989,125318,127036
Florida,F,41,123828,122459,127791
Florida,F,42,122612,125960,124501
Florida,F,43,125741,124283,127633
Florida,F,44,132177,127816,126288
Florida,F,45,138726,134220,129700
Florida,F,46,139218,140622,135986
Florida,F,47,131778,141036,142190
Florida,F,48,130815,133509,142647
Florida,F,49,133264,132403,134931
Florida,F,50,137101,134887,133998
Florida,F,51,146193,138674,136228
Florida,F,52,150862,148058,140109
Florida,F,53,149352,152435,149628
Florida,F,54,148947,150852,153837
Florida,F,55,150674,150799,152580
Florida,F,56,150708,152683,152713
Florida,F,57,146679,152807,154481
Florida,F,58,146143,148625,154698
Florida,F,59,146031,148083,150338
Florida,F,60,142227,148161,149829
Florida,F,61,142599,144431,150254
Florida,F,62,140137,145139,146876
Florida,F,63,136691,142662,147296
Florida,F,64,134003,138945,144698
Florida,F,65,133708,136240,141208
Florida,F,66,132241,135538,138208
Florida,F,67,131841,133993,137302
Florida,F,68,133573,133026,135266
Florida,F,69,143305,134508,134073
Florida,F,70,109414,143885,135161
Florida,F,71,108580,109816,144396
Florida,F,72,107465,108436,109761
Florida,F,73,112217,107323,108378
Florida,F,74,98109,111355,106608
Florida,F,75,89778,97025,110187
Florida,F,76,85294,88564,95720
Florida,F,77,80060,83836,87037
Florida,F,78,76588,78292,81978
Florida,F,79,70722,74473,76126
Florida,F,80,66533,68614,72324
Florida,F,81,63160,64076,66079
Florida,F,82,55495,60591,61507
Florida,F,83,53444,52716,57599
Florida,F,84,49905,50472,49775
Florida,F,85,331899,338114,344134
Florida,F,999,10529527,10708516,10875560
Georgia,M,0,66358,65621,64923
Georgia,M,1,67263,66817,66258
Georgia,M,2,67286,67718,67487
Georgia,M,3,66812,67767,68271
Georgia,M,4,68207,67292,68404
Georgia,M,5,69441,68771,67929
Georgia,M,6,69583,69975,69301
Georgia,M,7,70288,70054,70318
Georgia,M,8,73354,70733,70538
Georgia,M,9,73575,73753,71285
Georgia,M,10,73334,74161,74315
Georgia,M,11,72645,73788,74802
Georgia,M,12,72629,72951,74328
Georgia,M,13,72063,73176,73494
Georgia,M,14,72441,72551,73475
Georgia,M,15,74002,72615,72776
Georgia,M,16,75358,74179,72791
Georgia,M,17,72570,75560,74748
Georgia,M,18,69577,70336,71313
Georgia,M,19,68815,69360,70294
Georgia,M,20,68062,68651,70133
Georgia,M,21,69258,67920,68844
Georgia,M,22,70492,69575,68129
Georgia,M,23,72300,70812,69995
Georgia,M,24,74133,73483,71941
Georgia,M,25,74313,74809,74261
Georgia,M,26,74003,75265,75607
Georgia,M,27,70475,74471,75943
Georgia,M,28,68599,71303,75201
Georgia,M,29,66953,68963,71730
Georgia,M,30,66769,67617,69248
Georgia,M,31,67129,67321,67868
Georgia,M,32,64361,67671,67815
Georgia,M,33,65639,64957,68107
Georgia,M,34,66508,66359,65846
Georgia,M,35,66289,66851,66686
Georgia,M,36,68813,66658,67240
Georgia,M,37,64466,69076,66826
Georgia,M,38,63365,64740,69378
Georgia,M,39,63201,63694,65182
Georgia,M,40,61761,63471,63771
Georgia,M,41,64221,62021,63830
Georgia,M,42,63160,64671,62341
Georgia,M,43,65095,63258,64674
Georgia,M,44,68630,65463,63455
Georgia,M,45,72155,68632,65535
Georgia,M,46,72795,72021,68601
Georgia,M,47,67460,72807,72073
Georgia,M,48,65849,67461,72930
Georgia,M,49,66066,66061,67714
Georgia,M,50,66707,65541,65506
Georgia,M,51,69813,66825,65583
Georgia,M,52,70093,69787,66774
Georgia,M,53,68347,69729,69322
Georgia,M,54,67238,67986,69432
Georgia,M,55,66643,66666,67434
Georgia,M,56,66432,66334,66327
Georgia,M,57,63375,66010,65852
Georgia,M,58,61715,62876,65674
Georgia,M,59,60821,61014,62115
Georgia,M,60,57782,60151,60273
Georgia,M,61,56493,57144,59532
Georgia,M,62,53235,55731,56294
Georgia,M,63,50954,52640,55149
Georgia,M,64,48245,50300,51988
Georgia,M,65,46520,47362,49428
Georgia,M,66,46208,45772,46624
Georgia,M,67,44924,45447,45044
Georgia,M,68,44905,44023,44521
Georgia,M,69,45989,43924,43063
Georgia,M,70,33388,44917,42895
Georgia,M,71,32820,32697,43963
Georgia,M,72,31245,32029,31848
Georgia,M,73,31478,30314,31078
Georgia,M,74,26420,30415,29295
Georgia,M,75,23986,25489,29339
Georgia,M,76,22080,23074,24516
Georgia,M,77,19899,21175,22095
Georgia,M,78,18094,18971,20217
Georgia,M,79,16235,17216,18069
Georgia,M,80,14754,15315,16224
Georgia,M,81,13467,13891,14447
Georgia,M,82,11493,12557,12980
Georgia,M,83,10603,10641,11662
Georgia,M,84,9375,9693,9761
Georgia,M,85,45542,47521,49450
Georgia,M,999,4965239,5014417,5061728
Georgia,F,0,63876,62772,62029
Georgia,F,1,65076,64465,63330
Georgia,F,2,64264,65571,65083
Georgia,F,3,64391,64867,66198
Georgia,F,4,66254,65130,65431
Georgia,F,5,66251,66663,65556
Georgia,F,6,67166,66976,67129
Georgia,F,7,67392,67608,67509
Georgia,F,8,70282,67832,68124
Georgia,F,9,70981,70834,68215
Georgia,F,10,70673,71550,71353
Georgia,F,11,70108,71166,71967
Georgia,F,12,70330,70587,71710
Georgia,F,13,69858,70782,71075
Georgia,F,14,70069,70280,71239
Georgia,F,15,71671,70500,70622
Georgia,F,16,72047,72174,70879
Georgia,F,17,69830,72718,72639
Georgia,F,18,68624,69159,71892
Georgia,F,19,68065,69056,70523
Georgia,F,20,66692,67346,68872
Georgia,F,21,68614,67695,68744
Georgia,F,22,70184,69605,68649
Georgia,F,23,71773,71486,70921
Georgia,F,24,74220,72968,72588
Georgia,F,25,76233,75298,74272
Georgia,F,26,76210,77258,76331
Georgia,F,27,73262,76950,78025
Georgia,F,28,70813,74243,77857
Georgia,F,29,69752,71606,74988
Georgia,F,30,69276,70567,72401
Georgia,F,31,70764,70161,71249
Georgia,F,32,68879,71559,70873
Georgia,F,33,71063,69614,72419
Georgia,F,34,71402,71687,70441
Georgia,F,35,71720,71962,72162
Georgia,F,36,73664,72398,72737
Georgia,F,37,70068,74179,72882
Georgia,F,38,69027,70432,74683
Georgia,F,39,68547,69312,70775
Georgia,F,40,66620,68862,69626
Georgia,F,41,69820,66999,69321
Georgia,F,42,68597,70211,67334
Georgia,F,43,70910,68915,70513
Georgia,F,44,73462,71105,69001
Georgia,F,45,76968,73659,71189
Georgia,F,46,76084,77055,73852
Georgia,F,47,71198,76124,77150
Georgia,F,48,69278,71307,76362
Georgia,F,49,69045,69153,71201
Georgia,F,50,70319,68942,69066
Georgia,F,51,73710,70424,69054
Georgia,F,52,74088,73631,70379
Georgia,F,53,73028,73894,73488
Georgia,F,54,72134,73009,73771
Georgia,F,55,71804,71915,72776
Georgia,F,56,71135,71729,71732
Georgia,F,57,68506,70845,71575
Georgia,F,58,67215,68333,70639
Georgia,F,59,67010,66927,68053
Georgia,F,60,64437,66734,66650
Georgia,F,61,63405,64174,66344
Georgia,F,62,60993,63049,63893
Georgia,F,63,58526,60727,62821
Georgia,F,64,56568,58283,60365
Georgia,F,65,55333,56168,57769
Georgia,F,66,54152,54901,55686
Georgia,F,67,52738,53625,54385
Georgia,F,68,52196,52079,52967
Georgia,F,69,53539,51621,51489
Georgia,F,70,39624,52828,50934
Georgia,F,71,38916,39064,52064
Georgia,F,72,37523,38275,38417
Georgia,F,73,37818,36959,37703
Georgia,F,74,32510,37076,36246
Georgia,F,75,29657,31789,36235
Georgia,F,76,27824,28860,30922
Georgia,F,77,25727,27063,28057
Georgia,F,78,23859,24954,26232
Georgia,F,79,21517,23009,24058
Georgia,F,80,20642,20733,22176
Georgia,F,81,19788,19661,19769
Georgia,F,82,17050,18750,18621
Georgia,F,83,16093,16183,17754
Georgia,F,84,14964,15148,15223
Georgia,F,85,93513,95330,97183
Georgia,F,999,5279214,5337098,5394417
Hawaii,M,0,9253,9013,8817
Hawaii,M,1,9270,9138,8915
Hawaii,M,2,9395,9124,9042
Hawaii,M,3,9704,9338,8977
Hawaii,M,4,9300,9545,9254
Hawaii,M,5,9503,9176,9410
Hawaii,M,6,8840,9332,9015
Hawaii,M,7,8545,8769,9196
Hawaii,M,8,8811,8441,8638
Hawaii,M,9,8787,8653,8322
Hawaii,M,10,8463,8713,8656
Hawaii,M,11,8454,8382,8563
Hawaii,M,12,8620,8362,8294
Hawaii,M,13,8567,8469,8217
Hawaii,M,14,7932,8414,8285
Hawaii,M,15,8079,7821,8328
Hawaii,M,16,8196,7982,7743
Hawaii,M,17,8050,8053,7874
Hawaii,M,18,7632,7647,7772
Hawaii,M,19,7048,6731,6761
Hawaii,M,20,7602,7139,7030
Hawaii,M,21,8074,7596,7218
Hawaii,M,22,8657,7886,7723
Hawaii,M,23,8846,8470,7929
Hawaii,M,24,9263,8740,8438
Hawaii,M,25,9928,9127,8620
Hawaii,M,26,9397,9832,9152
Hawaii,M,27,8988,9360,9663
Hawaii,M,28,8952,8975,9324
Hawaii,M,29,9129,8893,8873
Hawaii,M,30,9097,9125,8907
Hawaii,M,31,9014,8981,8916
Hawaii,M,32,9169,8987,8881
Hawaii,M,33,9185,9110,8978
Hawaii,M,34,8881,8989,8960
Hawaii,M,35,8790,9003,9008
Hawaii,M,36,9068,8878,8878
Hawaii,M,37,8439,9020,8910
Hawaii,M,38,8194,8365,8985
Hawaii,M,39,8263,8223,8548
Hawaii,M,40,7992,8260,8325
Hawaii,M,41,8037,7867,8090
Hawaii,M,42,7716,7990,7775
Hawaii,M,43,7842,7648,7918
Hawaii,M,44,8146,7852,7589
Hawaii,M,45,8582,8178,7851
Hawaii,M,46,9187,8508,8101
Hawaii,M,47,8434,9157,8511
Hawaii,M,48,8144,8352,9059
Hawaii,M,49,8155,8104,8314
Hawaii,M,50,8391,8114,8074
Hawaii,M,51,9020,8312,8058
Hawaii,M,52,8853,8812,8151
Hawaii,M,53,9029,8752,8781
Hawaii,M,54,9202,8951,8716
Hawaii,M,55,9067,9164,8877
Hawaii,M,56,9588,8940,9035
Hawaii,M,57,9143,9480,8850
Hawaii,M,58,9094,9028,9327
Hawaii,M,59,9088,8946,8874
Hawaii,M,60,8993,9013,8851
Hawaii,M,61,9096,8815,8848
Hawaii,M,62,8762,8948,8679
Hawaii,M,63,8671,8543,8771
Hawaii,M,64,8504,8587,8491
Hawaii,M,65,7991,8334,8424
Hawaii,M,66,8354,7832,8179
Hawaii,M,67,7947,8208,7701
Hawaii,M,68,7837,7794,8042
Hawaii,M,69,7708,7637,7586
Hawaii,M,70,6193,7568,7476
Hawaii,M,71,6096,5994,7328
Hawaii,M,72,5797,5948,5841
Hawaii,M,73,5223,5623,5764
Hawaii,M,74,4634,5100,5488
Hawaii,M,75,4126,4468,4926
Hawaii,M,76,3833,3986,4302
Hawaii,M,77,3441,3680,3824
Hawaii,M,78,3175,3273,3507
Hawaii,M,79,2845,3010,3111
Hawaii,M,80,2636,2717,2877
Hawaii,M,81,2554,2489,2571
Hawaii,M,82,2368,2378,2319
Hawaii,M,83,2241,2233,2232
Hawaii,M,84,2147,2087,2080
Hawaii,M,85,14463,14634,14660
Hawaii,M,999,677730,675116,673174
Hawaii,F,0,8949,8710,8407
Hawaii,F,1,8799,8673,8559
Hawaii,F,2,8828,8590,8577
Hawaii,F,3,8924,8707,8514
Hawaii,F,4,9057,8869,8642
Hawaii,F,5,8811,8854,8701
Hawaii,F,6,8350,8654,8758
Hawaii,F,7,8321,8297,8507
Hawaii,F,8,8479,8199,8170
Hawaii,F,9,8117,8377,8152
Hawaii,F,10,8076,8017,8259
Hawaii,F,11,8042,7984,7893
Hawaii,F,12,8105,7947,7923
Hawaii,F,13,7824,8097,7864
Hawaii,F,14,7710,7766,8000
Hawaii,F,15,7915,7661,7622
Hawaii,F,16,7699,7791,7610
Hawaii,F,17,7710,7657,7709
Hawaii,F,18,7201,7290,7274
Hawaii,F,19,6926,6839,6931
Hawaii,F,20,7266,7174,7026
Hawaii,F,21,7693,7506,7375
Hawaii,F,22,8110,7923,7610
Hawaii,F,23,8619,8303,8177
Hawaii,F,24,9065,8709,8479
Hawaii,F,25,9835,9151,8865
Hawaii,F,26,9734,9807,9164
Hawaii,F,27,9345,9803,9760
Hawaii,F,28,9443,9355,9883
Hawaii,F,29,9605,9358,9289
Hawaii,F,30,9392,9510,9352
Hawaii,F,31,9446,9322,9421
Hawaii,F,32,9532,9453,9222
Hawaii,F,33,9668,9462,9383
Hawaii,F,34,9591,9649,9402
Hawaii,F,35,9400,9579,9630
Hawaii,F,36,9638,9393,9584
Hawaii,F,37,8899,9580,9369
Hawaii,F,38,8481,8799,9447
Hawaii,F,39,8417,8454,8776
Hawaii,F,40,8311,8405,8434
Hawaii,F,41,8285,8241,8364
Hawaii,F,42,8119,8186,8142
Hawaii,F,43,7990,8062,8108
Hawaii,F,44,8347,7931,8024
Hawaii,F,45,8699,8327,7887
Hawaii,F,46,9132,8605,8227
Hawaii,F,47,8614,9058,8518
Hawaii,F,48,8450,8537,9004
Hawaii,F,49,8357,8427,8532
Hawaii,F,50,8563,8289,8338
Hawaii,F,51,9050,8448,8204
Hawaii,F,52,9097,8938,8369
Hawaii,F,53,9266,9058,8909
Hawaii,F,54,9078,9150,8962
Hawaii,F,55,9208,8986,9080
Hawaii,F,56,9785,9119,8951
Hawaii,F,57,9284,9644,8999
Hawaii,F,58,9491,9194,9569
Hawaii,F,59,9451,9361,9127
Hawaii,F,60,9464,9383,9294
Hawaii,F,61,9499,9370,9306
Hawaii,F,62,9296,9393,9295
Hawaii,F,63,9251,9171,9289
Hawaii,F,64,8771,9157,9084
Hawaii,F,65,8581,8695,9051
Hawaii,F,66,8701,8478,8588
Hawaii,F,67,8284,8599,8383
Hawaii,F,68,8161,8160,8474
Hawaii,F,69,7981,8073,8064
Hawaii,F,70,6562,7928,8027
Hawaii,F,71,6595,6434,7787
Hawaii,F,72,6332,6483,6321
Hawaii,F,73,5622,6213,6357
Hawaii,F,74,5049,5471,6052
Hawaii,F,75,4743,4973,5380
Hawaii,F,76,4472,4606,4842
Hawaii,F,77,4053,4366,4495
Hawaii,F,78,3946,3898,4225
Hawaii,F,79,3607,3826,3783
Hawaii,F,80,3553,3515,3729
Hawaii,F,81,3479,3426,3389
Hawaii,F,82,3111,3355,3306
Hawaii,F,83,3227,2988,3242
Hawaii,F,84,3308,3104,2850
Hawaii,F,85,25545,26114,26384
Hawaii,F,999,702792,702414,702031
Idaho,M,0,11337,11304,11451
Idaho,M,1,11875,11735,11588
Idaho,M,2,11629,12073,11972
Idaho,M,3,11680,11860,12299
Idaho,M,4,11699,11955,12090
Idaho,M,5,11941,11973,12198
Idaho,M,6,12201,12213,12113
Idaho,M,7,12447,12470,12452
Idaho,M,8,13030,12716,12712
Idaho,M,9,13085,13247,12937
Idaho,M,10,12969,13335,13462
Idaho,M,11,12988,13182,13552
Idaho,M,12,12950,13193,13364
Idaho,M,13,12684,13116,13342
Idaho,M,14,12480,12901,13325
Idaho,M,15,12774,12718,13057
Idaho,M,16,12758,12847,12935
Idaho,M,17,12853,13039,13150
Idaho,M,18,12193,12544,12717
Idaho,M,19,11139,11379,11698
Idaho,M,20,10553,10820,11018
Idaho,M,21,11184,11334,11635
Idaho,M,22,12155,12104,12325
Idaho,M,23,12140,12177,12073
Idaho,M,24,12271,12385,12434
Idaho,M,25,12195,12487,12534
Idaho,M,26,11783,12190,12435
Idaho,M,27,11048,11765,12294
Idaho,M,28,10522,11200,11891
Idaho,M,29,10591,10697,11321
Idaho,M,30,10785,10878,10972
Idaho,M,31,11003,11044,11071
Idaho,M,32,10873,11221,11268
Idaho,M,33,11001,11198,11529
Idaho,M,34,11107,11243,11430
Idaho,M,35,11202,11314,11504
Idaho,M,36,11502,11440,11590
Idaho,M,37,10833,11710,11591
Idaho,M,38,10734,10977,11902
Idaho,M,39,10445,10883,11192
Idaho,M,40,10062,10608,11010
Idaho,M,41,10242,10220,10805
Idaho,M,42,9803,10379,10427
Idaho,M,43,9568,9924,10592
Idaho,M,44,9874,9692,10031
Idaho,M,45,10323,10021,9789
Idaho,M,46,10346,10535,10217
Idaho,M,47,9858,10431,10588
Idaho,M,48,9503,9939,10538
Idaho,M,49,9460,9604,10028
Idaho,M,50,9452,9575,9662
Idaho,M,51,9642,9587,9743
Idaho,M,52,9960,9744,9662
Idaho,M,53,10092,10047,9881
Idaho,M,54,10487,10161,10132
Idaho,M,55,10635,10617,10348
Idaho,M,56,10776,10735,10682
Idaho,M,57,10176,10867,10817
Idaho,M,58,10268,10324,10995
Idaho,M,59,10454,10353,10456
Idaho,M,60,10105,10524,10444
Idaho,M,61,9999,10175,10597
Idaho,M,62,9840,10093,10301
Idaho,M,63,9860,9900,10164
Idaho,M,64,9447,9919,9964
Idaho,M,65,8996,9492,9981
Idaho,M,66,8827,9069,9558
Idaho,M,67,8599,8834,9078
Idaho,M,68,8631,8611,8854
Idaho,M,69,9023,8624,8614
Idaho,M,70,6514,9034,8636
Idaho,M,71,6395,6425,8908
Idaho,M,72,6163,6354,6393
Idaho,M,73,6313,6065,6260
Idaho,M,74,5409,6203,5972
Idaho,M,75,4809,5291,6092
Idaho,M,76,4526,4706,5179
Idaho,M,77,4261,4349,4544
Idaho,M,78,3795,4153,4237
Idaho,M,79,3369,3634,3982
Idaho,M,80,3124,3228,3508
Idaho,M,81,2905,2957,3063
Idaho,M,82,2464,2744,2800
Idaho,M,83,2363,2304,2566
Idaho,M,84,2136,2213,2145
Idaho,M,85,10600,11053,11506
Idaho,M,999,840093,858184,876172
Idaho,F,0,11243,11004,10897
Idaho,F,1,11458,11400,11068
Idaho,F,2,11083,11717,11591
Idaho,F,3,11409,11304,11842
Idaho,F,4,11332,11723,11541
Idaho,F,5,11694,11579,11940
Idaho,F,6,11890,11928,11787
Idaho,F,7,12031,12070,12188
Idaho,F,8,12337,12251,12253
Idaho,F,9,12348,12608,12385
Idaho,F,10,12344,12665,12826
Idaho,F,11,12395,12576,12880
Idaho,F,12,12428,12589,12739
Idaho,F,13,12103,12606,12780
Idaho,F,14,11962,12262,12766
Idaho,F,15,12414,12169,12438
Idaho,F,16,12358,12597,12323
Idaho,F,17,12052,12520,12729
Idaho,F,18,11171,11517,11967
Idaho,F,19,11002,11150,11425
Idaho,F,20,10434,10555,10669
Idaho,F,21,10144,10413,10501
Idaho,F,22,10681,10581,10989
Idaho,F,23,10850,11110,11005
Idaho,F,24,11115,11047,11338
Idaho,F,25,11344,11227,11253
Idaho,F,26,11602,11516,11423
Idaho,F,27,11077,11773,11770
Idaho,F,28,10624,11307,11925
Idaho,F,29,10513,10863,11448
Idaho,F,30,10447,10720,11147
Idaho,F,31,10752,10739,10866
Idaho,F,32,10608,11027,10937
Idaho,F,33,10843,10857,11264
Idaho,F,34,10962,11172,11093
Idaho,F,35,11058,11261,11429
Idaho,F,36,11082,11315,11499
Idaho,F,37,10737,11311,11528
Idaho,F,38,10391,10944,11469
Idaho,F,39,10314,10583,11111
Idaho,F,40,9853,10467,10799
Idaho,F,41,9935,9958,10576
Idaho,F,42,9543,10066,10102
Idaho,F,43,9311,9616,10254
Idaho,F,44,9697,9387,9766
Idaho,F,45,10181,9808,9587
Idaho,F,46,10196,10275,9931
Idaho,F,47,9716,10295,10415
Idaho,F,48,9232,9921,10402
Idaho,F,49,9253,9317,10040
Idaho,F,50,9344,9354,9403
Idaho,F,51,9861,9486,9525
Idaho,F,52,10268,9939,9588
Idaho,F,53,10655,10374,10098
Idaho,F,54,10684,10790,10509
Idaho,F,55,11019,10854,10927
Idaho,F,56,10832,11162,11039
Idaho,F,57,10666,10986,11307
Idaho,F,58,10947,10801,11099
Idaho,F,59,10979,11064,10924
Idaho,F,60,10562,11178,11258
Idaho,F,61,10470,10690,11306
Idaho,F,62,10268,10637,10850
Idaho,F,63,10185,10419,10773
Idaho,F,64,9867,10303,10585
Idaho,F,65,9525,9976,10413
Idaho,F,66,9214,9638,10090
Idaho,F,67,9002,9226,9659
Idaho,F,68,8784,9015,9245
Idaho,F,69,9057,8818,9053
Idaho,F,70,6681,9070,8819
Idaho,F,71,6620,6654,9052
Idaho,F,72,6683,6551,6595
Idaho,F,73,6719,6657,6527
Idaho,F,74,5656,6605,6534
Idaho,F,75,5274,5588,6551
Idaho,F,76,4896,5186,5499
Idaho,F,77,4447,4802,5094
Idaho,F,78,4146,4399,4746
Idaho,F,79,3828,3986,4244
Idaho,F,80,3530,3712,3867
Idaho,F,81,3368,3389,3573
Idaho,F,82,2927,3211,3240
Idaho,F,83,2867,2778,3076
Idaho,F,84,2676,2687,2616
Idaho,F,85,17283,17593,17913
Idaho,F,999,839339,857244,874498
Illinois,M,0,79574,77233,75425
Illinois,M,1,80498,79171,76754
Illinois,M,2,79305,80015,78766
Illinois,M,3,78932,78839,79611
Illinois,M,4,79601,78493,78491
Illinois,M,5,81271,79102,78116
Illinois,M,6,81621,80616,78532
Illinois,M,7,80790,81156,80287
Illinois,M,8,83388,80307,80704
Illinois,M,9,83696,82818,79914
Illinois,M,10,84231,83306,82312
Illinois,M,11,85099,83660,82976
Illinois,M,12,85826,84478,83199
Illinois,M,13,85111,85416,84109
Illinois,M,14,84968,84650,85042
Illinois,M,15,86506,84502,84285
Illinois,M,16,87952,86129,84161
Illinois,M,17,87013,87692,85897
Illinois,M,18,84707,83865,83264
Illinois,M,19,81141,80974,80360
Illinois,M,20,83266,81801,81778
Illinois,M,21,86258,83709,82239
Illinois,M,22,88350,86680,83941
Illinois,M,23,89774,88823,86921
Illinois,M,24,91458,90017,88958
Illinois,M,25,92756,91728,90005
Illinois,M,26,92966,92881,91727
Illinois,M,27,89449,92518,92591
Illinois,M,28,88730,89022,92043
Illinois,M,29,87498,88388,88657
Illinois,M,30,89152,86927,87536
Illinois,M,31,90487,88382,86315
Illinois,M,32,86832,89442,87363
Illinois,M,33,87460,86095,88622
Illinois,M,34,87796,86631,85254
Illinois,M,35,86565,86863,85559
Illinois,M,36,89346,85629,86039
Illinois,M,37,83054,88427,84911
Illinois,M,38,81944,82160,87601
Illinois,M,39,81090,81024,81413
Illinois,M,40,78257,80150,80040
Illinois,M,41,80444,77511,79350
Illinois,M,42,77105,79681,76911
Illinois,M,43,77621,76335,78837
Illinois,M,44,81730,76892,75645
Illinois,M,45,85667,80705,75898
Illinois,M,46,86641,84827,79911
Illinois,M,47,81667,85602,83763
Illinois,M,48,80356,80852,84723
Illinois,M,49,80356,79543,79998
Illinois,M,50,81603,79110,78256
Illinois,M,51,86354,80754,78248
Illinois,M,52,87132,85351,79723
Illinois,M,53,87172,85976,84177
Illinois,M,54,87009,86089,84741
Illinois,M,55,88179,85533,84631
Illinois,M,56,89180,86994,84198
Illinois,M,57,85925,87787,85655
Illinois,M,58,85141,84401,86104
Illinois,M,59,83452,83657,82870
Illinois,M,60,79426,81836,81928
Illinois,M,61,78571,77841,80088
Illinois,M,62,74123,76865,76027
Illinois,M,63,70384,72325,75004
Illinois,M,64,67222,68673,70524
Illinois,M,65,64448,65490,66943
Illinois,M,66,61941,62786,63790
Illinois,M,67,58668,60338,61139
Illinois,M,68,57471,56990,58640
Illinois,M,69,58822,55957,55463
Illinois,M,70,42996,57042,54259
Illinois,M,71,41308,41652,55267
Illinois,M,72,40401,40044,40400
Illinois,M,73,41144,38889,38586
Illinois,M,74,35794,39611,37401
Illinois,M,75,31752,34435,38058
Illinois,M,76,29402,30451,33015
Illinois,M,77,27481,28121,29137
Illinois,M,78,26190,26203,26819
Illinois,M,79,23619,24843,24829
Illinois,M,80,22223,22322,23450
Illinois,M,81,20644,20873,20959
Illinois,M,82,17741,19266,19447
Illinois,M,83,16658,16438,17855
Illinois,M,84,15245,15281,15079
Illinois,M,85,87558,88865,89943
Illinois,M,999,6277684,6260756,6239407
Illinois,F,0,76075,73667,72198
Illinois,F,1,77015,75698,73243
Illinois,F,2,75618,76571,75413
Illinois,F,3,75567,75125,76091
Illinois,F,4,76801,75161,74627
Illinois,F,5,76963,76413,74721
Illinois,F,6,77725,76481,75954
Illinois,F,7,77857,77251,76113
Illinois,F,8,80608,77416,76739
Illinois,F,9,81348,80110,77022
Illinois,F,10,81194,80823,79604
Illinois,F,11,80796,80727,80415
Illinois,F,12,82178,80344,80172
Illinois,F,13,81602,81699,79982
Illinois,F,14,81385,81218,81337
Illinois,F,15,83628,81133,80927
Illinois,F,16,84743,83286,80831
Illinois,F,17,83340,84550,83161
Illinois,F,18,79537,79309,79870
Illinois,F,19,79454,78311,78133
Illinois,F,20,81675,80731,79578
Illinois,F,21,84185,81847,80925
Illinois,F,22,86631,85065,82772
Illinois,F,23,87720,86658,85294
Illinois,F,24,90409,88011,86657
Illinois,F,25,90918,90210,87835
Illinois,F,26,90411,90795,89909
Illinois,F,27,87117,90052,90363
Illinois,F,28,87225,86904,89931
Illinois,F,29,86512,86610,86548
Illinois,F,30,87277,85660,85942
Illinois,F,31,88473,86402,84898
Illinois,F,32,86211,87616,85570
Illinois,F,33,88276,85392,86863
Illinois,F,34,87590,87084,84638
Illinois,F,35,86636,86581,85937
Illinois,F,36,89202,85895,85890
Illinois,F,37,83918,88286,85091
Illinois,F,38,81921,82973,87415
Illinois,F,39,81449,81157,82253
Illinois,F,40,78588,80573,80453
Illinois,F,41,80407,77670,79766
Illinois,F,42,78369,79690,76973
Illinois,F,43,79534,77695,79006
Illinois,F,44,83152,78758,76908
Illinois,F,45,87538,82361,78008
Illinois,F,46,87969,86742,81520
Illinois,F,47,83154,87055,85784
Illinois,F,48,81946,82279,86142
Illinois,F,49,82427,81192,81420
Illinois,F,50,83584,81434,80212
Illinois,F,51,88677,82700,80608
Illinois,F,52,89904,87627,81648
Illinois,F,53,90258,88790,86451
Illinois,F,54,90423,89172,87623
Illinois,F,55,92175,89252,87934
Illinois,F,56,93345,91014,88030
Illinois,F,57,90306,92095,89694
Illinois,F,58,89812,89092,90648
Illinois,F,59,88221,88513,87766
Illinois,F,60,85369,86729,87027
Illinois,F,61,84606,83966,85350
Illinois,F,62,80007,83333,82537
Illinois,F,63,77042,78555,81868
Illinois,F,64,73420,75625,77233
Illinois,F,65,71657,72087,74058
Illinois,F,66,68961,70283,70733
Illinois,F,67,66254,67580,68878
Illinois,F,68,64997,64992,66290
Illinois,F,69,67329,63666,63640
Illinois,F,70,49830,65971,62370
Illinois,F,71,48554,48803,64571
Illinois,F,72,47917,47586,47794
Illinois,F,73,50338,46763,46441
Illinois,F,74,44454,49105,45590
Illinois,F,75,40079,43137,47661
Illinois,F,76,37882,39036,42006
Illinois,F,77,35963,36706,37822
Illinois,F,78,34619,34723,35458
Illinois,F,79,31887,33532,33616
Illinois,F,80,30651,30498,32080
Illinois,F,81,29103,29366,29242
Illinois,F,82,26040,27732,27976
Illinois,F,83,25439,24703,26349
Illinois,F,84,23992,23931,23176
Illinois,F,85,176499,176727,176731
Illinois,F,999,6519868,6498061,6473953
Indiana,M,0,42618,41806,41244
Indiana,M,1,43421,43082,42277
Indiana,M,2,43261,43739,43552
Indiana,M,3,43286,43577,44079
Indiana,M,4,43561,43674,44064
Indiana,M,5,43351,43740,43911
Indiana,M,6,43781,43571,43983
Indiana,M,7,43769,43980,43771
Indiana,M,8,45275,43878,44088
Indiana,M,9,45559,45329,44068
Indiana,M,10,45577,45724,45562
Indiana,M,11,45454,45748,45774
